,ProjectID,Framefile,Nfish,Sex,Box,CorrectAnnotation,User,DateTime,Dataset
472,CV10_3,CV10_3_0004_vid_318727.jpg,3,f,"(61, 187, 140, 200)",Yes,priya,02:12.8,Train
473,CV10_3,CV10_3_0004_vid_318727.jpg,3,f,"(552, 113, 82, 222)",Yes,priya,02:12.8,Train
474,CV10_3,CV10_3_0004_vid_318727.jpg,3,u,"(547, 918, 84, 53)",Yes,priya,02:12.8,Train
475,CV10_3,CV10_3_0004_vid_331669.jpg,1,u,"(600, 0, 137, 74)",Yes,rhiyasharma,06:01.9,Train
479,CV10_3,CV10_3_0004_vid_372391.jpg,1,f,"(719, 238, 206, 124)",Yes,rhiyasharma,04:03.1,Train
481,CV10_3,CV10_3_0004_vid_385398.jpg,1,f,"(112, 356, 39, 185)",Yes,rhiyasharma,15:46.8,Train
483,CV10_3,CV10_3_0004_vid_445886.jpg,1,u,"(591, 0, 177, 56)",Yes,rhiyasharma,15:46.8,Train
485,CV10_3,CV10_3_0004_vid_447703.jpg,1,f,"(828, 1, 203, 181)",Yes,rhiyasharma,06:01.9,Train
487,CV10_3,CV10_3_0004_vid_486192.jpg,1,m,"(765, 586, 131, 152)",Yes,rhiyasharma,39:27.5,Train
490,CV10_3,CV10_3_0004_vid_48941.jpg,1,u,"(958, 0, 54, 85)",Yes,priya,02:12.8,Train
491,CV10_3,CV10_3_0004_vid_489633.jpg,1,m,"(702, 541, 211, 57)",Yes,rhiyasharma,04:03.1,Train
493,CV10_3,CV10_3_0004_vid_501018.jpg,1,m,"(410, 650, 242, 95)",Yes,rhiyasharma,06:01.9,Train
495,CV10_3,CV10_3_0004_vid_505404.jpg,0,,,Yes,rhiyasharma,15:46.8,Train
497,CV10_3,CV10_3_0004_vid_513322.jpg,1,m,"(783, 611, 90, 179)",Yes,rhiyasharma,06:01.9,Train
499,CV10_3,CV10_3_0004_vid_532466.jpg,1,m,"(523, 891, 236, 74)",Yes,rhiyasharma,15:46.8,Validate
501,CV10_3,CV10_3_0004_vid_545084.jpg,1,m,"(853, 509, 190, 85)",Yes,rhiyasharma,04:03.1,Validate
503,CV10_3,CV10_3_0004_vid_563129.jpg,1,m,"(636, 367, 72, 179)",Yes,rhiyasharma,39:27.5,Train
505,CV10_3,CV10_3_0004_vid_577186.jpg,0,,,Yes,rhiyasharma,15:46.8,Train
507,CV10_3,CV10_3_0004_vid_578372.jpg,0,,,Yes,rhiyasharma,15:46.8,Train
509,CV10_3,CV10_3_0004_vid_619930.jpg,1,m,"(500, 169, 60, 221)",Yes,rhiyasharma,04:03.1,Train
511,CV10_3,CV10_3_0004_vid_625595.jpg,1,m,"(878, 386, 96, 179)",Yes,rhiyasharma,16:35.9,Train
513,CV10_3,CV10_3_0004_vid_658543.jpg,0,,,Yes,rhiyasharma,15:46.8,Train
515,CV10_3,CV10_3_0004_vid_665933.jpg,0,,,Yes,rhiyasharma,39:27.5,Validate
517,CV10_3,CV10_3_0004_vid_671254.jpg,0,,,Yes,rhiyasharma,39:27.5,Train
520,CV10_3,CV10_3_0004_vid_677435.jpg,1,u,"(852, 952, 182, 19)",Yes,priya,02:12.8,Train
521,CV10_3,CV10_3_0004_vid_684720.jpg,0,,,Yes,rhiyasharma,06:01.9,Train
523,CV10_3,CV10_3_0004_vid_686001.jpg,0,,,Yes,rhiyasharma,39:27.5,Validate
525,CV10_3,CV10_3_0004_vid_692958.jpg,0,,,Yes,rhiyasharma,06:01.9,Train
527,CV10_3,CV10_3_0004_vid_729642.jpg,1,f,"(1022, 276, 259, 52)",Yes,rhiyasharma,06:01.9,Train
529,CV10_3,CV10_3_0004_vid_74317.jpg,1,f,"(67, 304, 37, 168)",Yes,rhiyasharma,15:46.8,Train
531,CV10_3,CV10_3_0004_vid_758390.jpg,0,,,Yes,rhiyasharma,04:03.1,Train
533,CV10_3,CV10_3_0004_vid_75854.jpg,0,,,Yes,rhiyasharma,39:27.5,Train
535,CV10_3,CV10_3_0004_vid_770205.jpg,1,m,"(613, 121, 69, 208)",Yes,rhiyasharma,16:35.9,Train
537,CV10_3,CV10_3_0004_vid_773005.jpg,1,m,"(909, 162, 204, 118)",Yes,rhiyasharma,15:46.8,Train
539,CV10_3,CV10_3_0004_vid_795931.jpg,0,,,Yes,rhiyasharma,39:27.5,Train
541,CV10_3,CV10_3_0004_vid_817041.jpg,1,m,"(557, 359, 123, 187)",Yes,rhiyasharma,04:03.1,Train
543,CV10_3,CV10_3_0004_vid_82645.jpg,1,f,"(194, 723, 87, 107)",Yes,rhiyasharma,06:01.9,Train
545,CV10_3,CV10_3_0004_vid_834498.jpg,1,m,"(773, 518, 129, 158)",Yes,rhiyasharma,06:01.9,Validate
547,CV10_3,CV10_3_0004_vid_84112.jpg,0,,,Yes,rhiyasharma,06:01.9,Train
549,CV10_3,CV10_3_0004_vid_842898.jpg,1,m,"(829, 580, 220, 61)",Yes,rhiyasharma,06:01.9,Train
551,CV10_3,CV10_3_0004_vid_866604.jpg,1,m,"(595, 328, 95, 187)",Yes,rhiyasharma,04:03.1,Train
553,CV10_3,CV10_3_0004_vid_884633.jpg,1,m,"(246, 332, 51, 257)",Yes,rhiyasharma,04:03.1,Train
555,CV10_3,CV10_3_0004_vid_901579.jpg,1,m,"(1073, 144, 46, 224)",Yes,rhiyasharma,06:01.9,Validate
558,CV10_3,CV10_3_0004_vid_932174.jpg,1,u,"(265, 943, 179, 28)",Yes,priya,02:12.8,Validate
559,CV10_3,CV10_3_0004_vid_941158.jpg,0,,,Yes,rhiyasharma,04:03.1,Train
561,CV10_3,CV10_3_0004_vid_977768.jpg,1,f,"(91, 0, 131, 153)",Yes,rhiyasharma,15:46.8,Train
563,CV10_3,CV10_3_0004_vid_992058.jpg,1,u,"(2, 737, 93, 141)",Yes,rhiyasharma,06:01.9,Validate
565,CV10_3,CV10_3_0005_vid_102036.jpg,1,f,"(51, 179, 48, 160)",Yes,rhiyasharma,16:35.9,Train
567,CV10_3,CV10_3_0005_vid_1026677.jpg,0,,,Yes,rhiyasharma,15:46.8,Train
569,CV10_3,CV10_3_0005_vid_1034134.jpg,0,,,Yes,rhiyasharma,16:35.9,Train
571,CV10_3,CV10_3_0005_vid_1036167.jpg,0,,,Yes,rhiyasharma,39:27.5,Train
573,CV10_3,CV10_3_0005_vid_1036953.jpg,0,,,Yes,rhiyasharma,15:46.8,Train
575,CV10_3,CV10_3_0005_vid_1040147.jpg,1,u,"(114, 0, 71, 138)",Yes,rhiyasharma,15:46.8,Train
577,CV10_3,CV10_3_0005_vid_1061031.jpg,0,,,Yes,rhiyasharma,15:46.8,Train
579,CV10_3,CV10_3_0005_vid_1072190.jpg,0,,,Yes,rhiyasharma,15:46.8,Validate
581,CV10_3,CV10_3_0005_vid_136490.jpg,0,,,Yes,rhiyasharma,06:01.9,Train
583,CV10_3,CV10_3_0005_vid_141514.jpg,1,u,"(173, 0, 124, 74)",Yes,rhiyasharma,06:01.9,Train
585,CV10_3,CV10_3_0005_vid_152875.jpg,1,f,"(44, 89, 53, 142)",Yes,rhiyasharma,15:46.8,Train
587,CV10_3,CV10_3_0005_vid_252199.jpg,0,,,Yes,rhiyasharma,04:03.1,Train
589,CV10_3,CV10_3_0005_vid_257643.jpg,1,m,"(866, 448, 111, 173)",Yes,rhiyasharma,04:03.1,Validate
591,CV10_3,CV10_3_0005_vid_273026.jpg,1,m,"(704, 354, 195, 115)",Yes,rhiyasharma,16:35.9,Train
593,CV10_3,CV10_3_0005_vid_281839.jpg,1,m,"(940, 147, 166, 212)",Yes,rhiyasharma,16:35.9,Train
595,CV10_3,CV10_3_0005_vid_284006.jpg,1,m,"(623, 429, 191, 148)",Yes,rhiyasharma,16:35.9,Train
597,CV10_3,CV10_3_0005_vid_297872.jpg,0,,,Yes,rhiyasharma,16:35.9,Train
601,CV10_3,CV10_3_0005_vid_312646.jpg,0,,,Yes,rhiyasharma,04:03.1,Train
603,CV10_3,CV10_3_0005_vid_316731.jpg,1,m,"(838, 166, 97, 197)",Yes,rhiyasharma,15:46.8,Train
605,CV10_3,CV10_3_0005_vid_322200.jpg,1,m,"(735, 120, 156, 147)",Yes,rhiyasharma,16:35.9,Train
607,CV10_3,CV10_3_0005_vid_331556.jpg,1,m,"(908, 104, 132, 191)",Yes,rhiyasharma,15:46.8,Train
609,CV10_3,CV10_3_0005_vid_346249.jpg,1,u,"(796, 0, 50, 92)",Yes,rhiyasharma,39:27.5,Train
611,CV10_3,CV10_3_0005_vid_37395.jpg,1,f,"(62, 211, 221, 139)",Yes,rhiyasharma,15:46.8,Train
613,CV10_3,CV10_3_0005_vid_381673.jpg,1,m,"(834, 529, 75, 150)",Yes,rhiyasharma,06:01.9,Train
615,CV10_3,CV10_3_0005_vid_390231.jpg,1,m,"(568, 298, 73, 206)",Yes,rhiyasharma,04:03.1,Train
617,CV10_3,CV10_3_0005_vid_431646.jpg,0,,,Yes,rhiyasharma,04:03.1,Train
619,CV10_3,CV10_3_0005_vid_432624.jpg,1,m,"(849, 357, 38, 206)",Yes,rhiyasharma,06:01.9,Train
621,CV10_3,CV10_3_0005_vid_450416.jpg,0,,,Yes,rhiyasharma,15:46.8,Train
623,CV10_3,CV10_3_0005_vid_454965.jpg,1,m,"(695, 666, 180, 103)",Yes,rhiyasharma,16:35.9,Train
625,CV10_3,CV10_3_0005_vid_468457.jpg,1,m,"(780, 528, 212, 47)",Yes,rhiyasharma,16:35.9,Train
627,CV10_3,CV10_3_0005_vid_476793.jpg,2,u,"(303, 3, 38, 48)",Yes,rhiyasharma,39:27.5,Validate
628,CV10_3,CV10_3_0005_vid_476793.jpg,2,u,"(898, 0, 236, 20)",Yes,rhiyasharma,39:27.5,Validate
631,CV10_3,CV10_3_0005_vid_486393.jpg,1,m,"(681, 139, 279, 79)",Yes,rhiyasharma,04:03.1,Validate
635,CV10_3,CV10_3_0005_vid_531623.jpg,0,,,Yes,rhiyasharma,15:46.8,Train
637,CV10_3,CV10_3_0005_vid_559506.jpg,1,m,"(908, 506, 123, 197)",Yes,rhiyasharma,06:01.9,Train
639,CV10_3,CV10_3_0005_vid_58821.jpg,1,f,"(826, 655, 232, 69)",Yes,rhiyasharma,16:35.9,Train
641,CV10_3,CV10_3_0005_vid_600547.jpg,1,m,"(772, 309, 192, 121)",Yes,rhiyasharma,39:27.5,Validate
643,CV10_3,CV10_3_0005_vid_610171.jpg,1,u,"(774, 0, 51, 166)",Yes,rhiyasharma,06:01.9,Train
645,CV10_3,CV10_3_0005_vid_611928.jpg,1,m,"(1089, 236, 45, 242)",Yes,rhiyasharma,16:35.9,Train
647,CV10_3,CV10_3_0005_vid_625979.jpg,0,,,Yes,rhiyasharma,06:01.9,Train
649,CV10_3,CV10_3_0005_vid_638656.jpg,0,,,Yes,rhiyasharma,16:35.9,Train
651,CV10_3,CV10_3_0005_vid_63926.jpg,0,,,Yes,rhiyasharma,16:35.9,Train
653,CV10_3,CV10_3_0005_vid_671450.jpg,1,f,"(54, 811, 135, 157)",Yes,rhiyasharma,15:46.8,Train
655,CV10_3,CV10_3_0005_vid_67942.jpg,0,,,Yes,rhiyasharma,39:27.5,Train
657,CV10_3,CV10_3_0005_vid_681321.jpg,1,f,"(1125, 604, 62, 215)",Yes,rhiyasharma,04:03.1,Train
660,CV10_3,CV10_3_0005_vid_692207.jpg,0,,,Yes,rhiyasharma,16:35.9,Train
661,CV10_3,CV10_3_0005_vid_701368.jpg,0,,,Yes,rhiyasharma,16:35.9,Validate
663,CV10_3,CV10_3_0005_vid_71040.jpg,0,,,Yes,rhiyasharma,15:46.8,Train
665,CV10_3,CV10_3_0005_vid_728987.jpg,0,,,Yes,rhiyasharma,15:46.8,Train
667,CV10_3,CV10_3_0005_vid_737186.jpg,0,,,Yes,rhiyasharma,39:27.5,Train
669,CV10_3,CV10_3_0005_vid_753870.jpg,1,f,"(990, 578, 46, 230)",Yes,rhiyasharma,16:35.9,Validate
671,CV10_3,CV10_3_0005_vid_767970.jpg,0,,,Yes,rhiyasharma,06:01.9,Validate
673,CV10_3,CV10_3_0005_vid_815270.jpg,1,f,"(1081, 447, 53, 183)",Yes,rhiyasharma,39:27.5,Train
676,CV10_3,CV10_3_0005_vid_821415.jpg,1,f,"(874, 877, 194, 94)",Yes,priya,02:12.8,Train
677,CV10_3,CV10_3_0005_vid_83035.jpg,0,,,Yes,rhiyasharma,15:46.8,Train
679,CV10_3,CV10_3_0005_vid_831223.jpg,1,u,"(1135, 809, 157, 153)",Yes,rhiyasharma,39:27.5,Validate
681,CV10_3,CV10_3_0005_vid_836639.jpg,1,u,"(1104, 800, 64, 170)",Yes,rhiyasharma,06:01.9,Validate
683,CV10_3,CV10_3_0005_vid_970678.jpg,0,,,Yes,rhiyasharma,04:03.1,Train
685,CV10_3,CV10_3_0005_vid_970728.jpg,0,,,Yes,rhiyasharma,16:35.9,Validate
687,CV10_3,CV10_3_0005_vid_978959.jpg,0,,,Yes,rhiyasharma,16:35.9,Train
689,CV10_3,CV10_3_0005_vid_982175.jpg,0,,,Yes,rhiyasharma,06:01.9,Train
691,CV10_3,CV10_3_0006_vid_1044188.jpg,1,f,"(1061, 799, 119, 138)",Yes,rhiyasharma,04:03.1,Validate
693,CV10_3,CV10_3_0006_vid_1057226.jpg,1,u,"(57, 0, 32, 29)",Yes,rhiyasharma,06:01.9,Train
695,CV10_3,CV10_3_0006_vid_1062566.jpg,1,f,"(1023, 842, 134, 127)",Yes,rhiyasharma,15:46.8,Train
697,CV10_3,CV10_3_0006_vid_1068810.jpg,1,f,"(1050, 509, 50, 212)",Yes,rhiyasharma,15:46.8,Train
699,CV10_3,CV10_3_0006_vid_152855.jpg,0,,,Yes,rhiyasharma,15:46.8,Train
701,CV10_3,CV10_3_0006_vid_198656.jpg,0,,,Yes,rhiyasharma,39:27.5,Train
703,CV10_3,CV10_3_0006_vid_198894.jpg,1,u,"(1058, 854, 99, 115)",Yes,rhiyasharma,39:27.5,Train
705,CV10_3,CV10_3_0006_vid_206571.jpg,0,,,Yes,rhiyasharma,39:27.5,Train
707,CV10_3,CV10_3_0006_vid_232012.jpg,1,m,"(1145, 284, 79, 261)",Yes,rhiyasharma,06:01.9,Train
709,CV10_3,CV10_3_0006_vid_247156.jpg,0,,,Yes,rhiyasharma,16:35.9,Train
712,CV10_3,CV10_3_0006_vid_24992.jpg,1,u,"(1121, 869, 144, 102)",Yes,priya,02:12.8,Train
713,CV10_3,CV10_3_0006_vid_256030.jpg,0,,,Yes,rhiyasharma,04:03.1,Validate
715,CV10_3,CV10_3_0006_vid_26077.jpg,0,,,Yes,rhiyasharma,16:35.9,Validate
718,CV10_3,CV10_3_0006_vid_267990.jpg,1,u,"(741, 918, 217, 53)",Yes,priya,02:12.8,Train
719,CV10_3,CV10_3_0006_vid_297909.jpg,0,,,Yes,rhiyasharma,39:27.5,Train
721,CV10_3,CV10_3_0006_vid_2993.jpg,1,u,"(1116, 796, 175, 102)",Yes,rhiyasharma,39:27.5,Train
723,CV10_3,CV10_3_0006_vid_326549.jpg,0,,,Yes,rhiyasharma,06:01.9,Train
725,CV10_3,CV10_3_0006_vid_328484.jpg,0,,,Yes,rhiyasharma,39:27.5,Train
727,CV10_3,CV10_3_0006_vid_358877.jpg,0,,,Yes,rhiyasharma,04:03.1,Train
729,CV10_3,CV10_3_0006_vid_38983.jpg,1,f,"(355, 7, 132, 193)",Yes,rhiyasharma,16:35.9,Validate
731,CV10_3,CV10_3_0006_vid_404362.jpg,0,,,Yes,rhiyasharma,15:46.8,Validate
734,CV10_3,CV10_3_0006_vid_41313.jpg,1,u,"(1252, 41, 40, 249)",Yes,priya,02:12.8,Train
735,CV10_3,CV10_3_0006_vid_423211.jpg,1,f,"(139, 506, 58, 125)",Yes,rhiyasharma,16:35.9,Validate
737,CV10_3,CV10_3_0006_vid_424350.jpg,2,m,"(987, 450, 107, 194)",Yes,rhiyasharma,39:27.5,Train
738,CV10_3,CV10_3_0006_vid_424350.jpg,2,u,"(142, 0, 39, 53)",Yes,rhiyasharma,39:27.5,Train
741,CV10_3,CV10_3_0006_vid_425228.jpg,0,,,Yes,rhiyasharma,39:27.5,Validate
743,CV10_3,CV10_3_0006_vid_444849.jpg,3,m,"(333, 311, 182, 41)",Yes,rhiyasharma,16:35.9,Train
744,CV10_3,CV10_3_0006_vid_444849.jpg,3,f,"(51, 99, 189, 214)",Yes,rhiyasharma,16:35.9,Train
745,CV10_3,CV10_3_0006_vid_444849.jpg,3,f,"(0, 570, 144, 74)",Yes,rhiyasharma,16:35.9,Train
749,CV10_3,CV10_3_0006_vid_456435.jpg,3,f,"(107, 368, 106, 90)",Yes,rhiyasharma,16:35.9,Train
750,CV10_3,CV10_3_0006_vid_456435.jpg,3,f,"(257, 0, 192, 170)",Yes,rhiyasharma,16:35.9,Train
751,CV10_3,CV10_3_0006_vid_456435.jpg,3,u,"(1081, 2, 43, 78)",Yes,rhiyasharma,16:35.9,Train
755,CV10_3,CV10_3_0006_vid_461500.jpg,2,f,"(516, 476, 237, 170)",Yes,rhiyasharma,39:27.5,Train
756,CV10_3,CV10_3_0006_vid_461500.jpg,2,m,"(697, 812, 233, 99)",Yes,rhiyasharma,39:27.5,Train
759,CV10_3,CV10_3_0006_vid_461565.jpg,2,f,"(402, 633, 189, 218)",Yes,rhiyasharma,16:35.9,Train
760,CV10_3,CV10_3_0006_vid_461565.jpg,2,m,"(910, 782, 167, 103)",Yes,rhiyasharma,16:35.9,Train
763,CV10_3,CV10_3_0006_vid_462451.jpg,3,f,"(230, 413, 56, 265)",Yes,rhiyasharma,15:46.8,Validate
764,CV10_3,CV10_3_0006_vid_462451.jpg,3,f,"(428, 650, 217, 165)",Yes,rhiyasharma,15:46.8,Validate
765,CV10_3,CV10_3_0006_vid_462451.jpg,3,m,"(806, 41, 47, 270)",Yes,rhiyasharma,15:46.8,Validate
770,CV10_3,CV10_3_0006_vid_465154.jpg,0,,,Yes,rhiyasharma,16:35.9,Train
773,CV10_3,CV10_3_0006_vid_480911.jpg,2,u,"(821, 1, 78, 55)",Yes,priya,43:01.1,Validate
774,CV10_3,CV10_3_0006_vid_480911.jpg,2,f,"(153, 566, 170, 37)",Yes,priya,43:01.1,Validate
775,CV10_3,CV10_3_0006_vid_497019.jpg,3,m,"(915, 301, 224, 55)",Yes,rhiyasharma,06:01.9,Train
776,CV10_3,CV10_3_0006_vid_497019.jpg,3,f,"(379, 277, 69, 294)",Yes,rhiyasharma,06:01.9,Train
777,CV10_3,CV10_3_0006_vid_497019.jpg,3,u,"(242, 2, 67, 29)",Yes,rhiyasharma,06:01.9,Train
781,CV10_3,CV10_3_0006_vid_498699.jpg,0,,,Yes,rhiyasharma,04:03.1,Train
783,CV10_3,CV10_3_0006_vid_499793.jpg,0,,,Yes,rhiyasharma,04:03.1,Validate
785,CV10_3,CV10_3_0006_vid_520669.jpg,2,u,"(605, 0, 45, 110)",Yes,rhiyasharma,39:27.5,Train
786,CV10_3,CV10_3_0006_vid_520669.jpg,2,f,"(796, 791, 305, 65)",Yes,rhiyasharma,39:27.5,Train
789,CV10_3,CV10_3_0006_vid_536875.jpg,1,f,"(1015, 493, 141, 196)",Yes,rhiyasharma,39:27.5,Train
791,CV10_3,CV10_3_0006_vid_537681.jpg,2,m,"(736, 488, 201, 162)",Yes,rhiyasharma,15:46.8,Train
792,CV10_3,CV10_3_0006_vid_537681.jpg,2,f,"(329, 536, 95, 175)",Yes,rhiyasharma,15:46.8,Train
795,CV10_3,CV10_3_0006_vid_540162.jpg,0,,,Yes,rhiyasharma,39:27.5,Train
797,CV10_3,CV10_3_0006_vid_569847.jpg,0,,,Yes,rhiyasharma,15:46.8,Train
799,CV10_3,CV10_3_0006_vid_587646.jpg,0,,,Yes,rhiyasharma,06:01.9,Train
801,CV10_3,CV10_3_0006_vid_612032.jpg,0,,,Yes,rhiyasharma,06:01.9,Validate
803,CV10_3,CV10_3_0006_vid_629261.jpg,0,,,Yes,rhiyasharma,06:01.9,Train
805,CV10_3,CV10_3_0006_vid_633467.jpg,0,,,Yes,rhiyasharma,15:46.8,Train
807,CV10_3,CV10_3_0006_vid_644010.jpg,1,f,"(134, 755, 115, 109)",Yes,rhiyasharma,39:27.5,Train
809,CV10_3,CV10_3_0006_vid_645947.jpg,1,m,"(759, 265, 164, 176)",Yes,rhiyasharma,06:01.9,Train
811,CV10_3,CV10_3_0006_vid_646854.jpg,1,u,"(1197, 0, 51, 137)",Yes,rhiyasharma,06:01.9,Validate
819,CV10_3,CV10_3_0006_vid_655788.jpg,2,u,"(1029, 0, 95, 140)",Yes,priya,02:12.8,Train
820,CV10_3,CV10_3_0006_vid_655788.jpg,2,u,"(129, 0, 70, 54)",Yes,priya,02:12.8,Train
821,CV10_3,CV10_3_0006_vid_685786.jpg,0,,,Yes,rhiyasharma,16:35.9,Train
824,CV10_3,CV10_3_0006_vid_690856.jpg,1,u,"(404, 0, 75, 28)",Yes,priya,02:12.8,Validate
825,CV10_3,CV10_3_0006_vid_735055.jpg,2,f,"(955, 728, 125, 149)",Yes,rhiyasharma,06:01.9,Validate
826,CV10_3,CV10_3_0006_vid_735055.jpg,2,f,"(55, 589, 68, 152)",Yes,rhiyasharma,06:01.9,Validate
829,CV10_3,CV10_3_0006_vid_774084.jpg,2,m,"(813, 1, 57, 212)",Yes,rhiyasharma,39:27.5,Train
830,CV10_3,CV10_3_0006_vid_774084.jpg,2,f,"(161, 105, 112, 156)",Yes,rhiyasharma,39:27.5,Train
833,CV10_3,CV10_3_0006_vid_805960.jpg,2,m,"(482, 55, 146, 220)",Yes,rhiyasharma,06:01.9,Validate
834,CV10_3,CV10_3_0006_vid_805960.jpg,2,f,"(196, 400, 76, 142)",Yes,rhiyasharma,06:01.9,Validate
837,CV10_3,CV10_3_0006_vid_867324.jpg,0,,,Yes,rhiyasharma,15:46.8,Train
839,CV10_3,CV10_3_0006_vid_869619.jpg,1,f,"(67, 581, 106, 118)",Yes,rhiyasharma,39:27.5,Validate
841,CV10_3,CV10_3_0006_vid_871848.jpg,0,,,Yes,rhiyasharma,06:01.9,Train
843,CV10_3,CV10_3_0006_vid_903670.jpg,0,,,Yes,rhiyasharma,06:01.9,Train
845,CV10_3,CV10_3_0006_vid_96577.jpg,0,,,Yes,rhiyasharma,15:46.8,Train
848,CV10_3,CV10_3_0006_vid_965793.jpg,1,f,"(1092, 728, 84, 152)",Yes,priya,02:12.8,Validate
849,CV10_3,CV10_3_0006_vid_998428.jpg,1,f,"(956, 317, 53, 207)",Yes,rhiyasharma,39:27.5,Train
851,CV10_3,CV10_3_0006_vid_998950.jpg,1,f,"(908, 528, 87, 180)",Yes,rhiyasharma,16:35.9,Train
853,CV10_3,CV10_3_0007_vid_1007901.jpg,1,f,"(1073, 457, 50, 189)",Yes,rhiyasharma,39:27.5,Train
855,CV10_3,CV10_3_0007_vid_1019527.jpg,0,,,Yes,rhiyasharma,39:27.5,Train
857,CV10_3,CV10_3_0007_vid_1045101.jpg,1,f,"(621, 904, 184, 61)",Yes,rhiyasharma,04:03.1,Train
859,CV10_3,CV10_3_0007_vid_1063948.jpg,1,f,"(999, 579, 38, 197)",Yes,rhiyasharma,06:01.9,Train
861,CV10_3,CV10_3_0007_vid_106411.jpg,1,u,"(1183, 743, 79, 225)",Yes,rhiyasharma,39:27.5,Validate
863,CV10_3,CV10_3_0007_vid_140169.jpg,1,m,"(856, 132, 108, 188)",Yes,rhiyasharma,06:01.9,Validate
865,CV10_3,CV10_3_0007_vid_162051.jpg,0,,,Yes,rhiyasharma,16:35.9,Train
867,CV10_3,CV10_3_0007_vid_189902.jpg,1,m,"(980, 144, 88, 138)",Yes,rhiyasharma,06:01.9,Train
869,CV10_3,CV10_3_0007_vid_202557.jpg,2,f,"(106, 579, 155, 65)",Yes,rhiyasharma,39:27.5,Train
870,CV10_3,CV10_3_0007_vid_202557.jpg,2,f,"(977, 817, 117, 59)",Yes,rhiyasharma,39:27.5,Train
873,CV10_3,CV10_3_0007_vid_208095.jpg,2,m,"(902, 284, 88, 219)",Yes,rhiyasharma,15:46.8,Train
874,CV10_3,CV10_3_0007_vid_208095.jpg,2,f,"(75, 806, 49, 162)",Yes,rhiyasharma,15:46.8,Train
877,CV10_3,CV10_3_0007_vid_231844.jpg,1,f,"(192, 84, 63, 164)",Yes,rhiyasharma,39:27.5,Train
879,CV10_3,CV10_3_0007_vid_253119.jpg,1,u,"(1105, 1, 55, 168)",Yes,rhiyasharma,15:46.8,Train
885,CV10_3,CV10_3_0007_vid_285477.jpg,1,u,"(761, 1, 164, 79)",Yes,rhiyasharma,06:01.9,Train
891,CV10_3,CV10_3_0007_vid_300700.jpg,2,f,"(95, 332, 44, 197)",Yes,rhiyasharma,16:35.9,Train
892,CV10_3,CV10_3_0007_vid_300700.jpg,2,u,"(1056, 3, 44, 61)",Yes,rhiyasharma,16:35.9,Train
895,CV10_3,CV10_3_0007_vid_333325.jpg,1,m,"(1062, 420, 51, 207)",Yes,rhiyasharma,39:27.5,Train
897,CV10_3,CV10_3_0007_vid_360362.jpg,1,m,"(544, 44, 45, 178)",Yes,rhiyasharma,06:01.9,Train
899,CV10_3,CV10_3_0007_vid_368353.jpg,2,f,"(52, 298, 106, 156)",Yes,rhiyasharma,39:27.5,Train
900,CV10_3,CV10_3_0007_vid_368353.jpg,2,m,"(708, 715, 177, 141)",Yes,rhiyasharma,39:27.5,Train
903,CV10_3,CV10_3_0007_vid_368617.jpg,1,m,"(889, 843, 200, 117)",Yes,rhiyasharma,04:03.1,Validate
905,CV10_3,CV10_3_0007_vid_381561.jpg,1,m,"(742, 37, 86, 251)",Yes,rhiyasharma,16:35.9,Train
908,CV10_3,CV10_3_0007_vid_450618.jpg,1,m,"(883, 224, 53, 224)",Yes,rhiyasharma,16:35.9,Train
909,CV10_3,CV10_3_0007_vid_452658.jpg,1,u,"(679, 0, 260, 45)",Yes,rhiyasharma,06:01.9,Train
911,CV10_3,CV10_3_0007_vid_456494.jpg,0,,,Yes,rhiyasharma,15:46.8,Validate
913,CV10_3,CV10_3_0007_vid_462203.jpg,1,m,"(758, 0, 132, 151)",Yes,rhiyasharma,39:27.5,Validate
916,CV10_3,CV10_3_0007_vid_507433.jpg,0,,,Yes,rhiyasharma,16:35.9,Validate
917,CV10_3,CV10_3_0007_vid_519301.jpg,1,m,"(155, 177, 101, 245)",Yes,rhiyasharma,16:35.9,Validate
919,CV10_3,CV10_3_0007_vid_559900.jpg,0,,,Yes,rhiyasharma,04:03.1,Train
922,CV10_3,CV10_3_0007_vid_57002.jpg,1,u,"(1115, 0, 130, 129)",Yes,priya,43:01.1,Validate
923,CV10_3,CV10_3_0007_vid_583744.jpg,0,,,Yes,rhiyasharma,16:35.9,Train
925,CV10_3,CV10_3_0007_vid_588149.jpg,0,,,Yes,rhiyasharma,06:01.9,Train
927,CV10_3,CV10_3_0007_vid_591761.jpg,0,,,Yes,rhiyasharma,16:35.9,Train
929,CV10_3,CV10_3_0007_vid_593176.jpg,0,,,Yes,rhiyasharma,15:46.8,Train
932,CV10_3,CV10_3_0007_vid_615262.jpg,1,m,"(856, 586, 64, 166)",Yes,rhiyasharma,16:35.9,Train
933,CV10_3,CV10_3_0007_vid_623399.jpg,0,,,Yes,rhiyasharma,15:46.8,Train
935,CV10_3,CV10_3_0007_vid_645030.jpg,0,,,Yes,rhiyasharma,16:35.9,Train
937,CV10_3,CV10_3_0007_vid_645765.jpg,0,,,Yes,rhiyasharma,04:03.1,Train
939,CV10_3,CV10_3_0007_vid_651255.jpg,1,f,"(197, 116, 114, 126)",Yes,rhiyasharma,04:03.1,Validate
941,CV10_3,CV10_3_0007_vid_698187.jpg,2,m,"(722, 609, 198, 93)",Yes,rhiyasharma,16:35.9,Train
